region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Siyazan district,district,2020,,41.36,7036.0,6797.0,468.0,,13450.0,,69.3,,70.0,41.36,69.3,0.872188809747695
Siyazan district,district,2021,,47.13,6943.0,6701.0,422.0,,14002.0,,114.3,,88.42,47.13,114.3,0.879663206937565
Siyazan district,district,2022,,65.31,6496.0,6304.0,483.0,,14102.0,,23.6,,80.69,65.31,23.6,0.8878916276851091
Siyazan district,district,2023,69.11,40.96,6377.0,6148.0,419.0,48.0,13804.0,44.7,120.0,100.0,95.56,69.11,44.7,0.8887923703191057
Siyazan district,district,2024,,18.09,6233.0,5930.0,402.0,,13692.0,,,,,18.09,,0.8921788798343102
Tartar district,district,2000,,,8571.0,7866.0,1171.0,,7328.0,,,,,,,0.6951578221862609
Tartar district,district,2001,,,8881.0,8188.0,1389.0,,8464.0,,,,,,,0.7247030269063215
Tartar district,district,2002,,,9005.0,8444.0,1603.0,,9441.0,,,,,,,0.7459027421872029
Tartar district,district,2003,,,9283.0,8827.0,1672.0,,9608.0,,,,,,,0.7375295608896227
Tartar district,district,2004,,,9544.0,9093.0,2891.0,,10350.0,,,,,,,0.7458655939097543
Tartar district,district,2005,20.71,,9873.0,9537.0,4038.0,46.8,10430.0,-8.2,,30.0,,20.71,-8.2,0.7313518485554288
Tartar district,district,2006,,,10249.0,9925.0,4032.0,,10670.0,,,,,,,0.7260663844994671
Tartar district,district,2007,,,10534.0,10257.0,7550.0,,10740.0,,,,,,,0.7123480259278387
Tartar district,district,2008,34.98,,10805.0,10610.0,8544.0,47.7,10850.0,,,36.17,,34.98,,0.703817336686381
Tartar district,district,2009,15.91,,11039.0,10834.0,7880.0,48.0,11280.0,50.0,,30.0,,15.91,50.0,0.7099363535011407
Tartar district,district,2010,32.92,,11136.0,10933.0,9923.0,52.0,12030.0,17.3,,33.5,,32.92,17.3,0.7241117568666047
Tartar district,district,2011,77.39,,11332.0,11178.0,10182.0,71.2,12367.0,-12.0,,83.7,,77.39,-12.0,0.7253748916466911
Tartar district,district,2012,,,11505.0,11387.0,8755.0,48.0,13831.0,-23.4,,41.88,,,-23.4,0.7532970656525391
Tartar district,district,2013,77.65,,11715.0,11600.0,8985.0,48.1,14258.0,,,20.0,,77.65,,0.7562523527514685
Tartar district,district,2014,28.88,,11757.0,11655.0,10866.0,47.8,14594.0,,,19.94,,28.88,,0.7595863035648348
Tartar district,district,2015,43.04,,11867.0,11783.0,11485.0,48.0,17742.0,,,23.33,,43.04,,0.8049152315673269
Tartar district,district,2016,35.8,,11946.0,11857.0,9944.0,46.5,20127.0,,,25.9,,35.8,,0.8310056131445022
Tartar district,district,2017,32.55,,12022.0,11938.0,8294.0,45.4,21630.0,,,27.65,,32.55,,0.8441069462637998
Tartar district,district,2018,33.93,,12156.0,12079.0,7264.0,42.6,22127.0,12.0,,30.0,,33.93,12.0,0.8467093419715672
Tartar district,district,2019,26.66,,12535.0,12471.0,7541.0,44.7,22441.0,44.7,,30.0,,26.66,44.7,0.8433188537103321
Tartar district,district,2020,26.21,14.86,12439.0,12362.0,8110.5,38.9,22065.0,21.3,102.2,30.16,30.0,26.21,21.3,0.8414898965250974
Tartar district,district,2021,22.74,24.33,12715.0,12680.0,9026.2,39.9,22419.0,32.7,100.0,43.12,30.0,22.74,32.7,0.8391147819945347
Tartar district,district,2022,53.92,,13220.0,13142.0,9515.4,45.6,23499.0,10.9,,61.49,,53.92,10.9,0.840797256953535
Tartar district,district,2023,58.67,,13928.0,13872.0,9362.2,46.3,24231.0,8.2,,67.23,,58.67,8.2,0.836527553172304
Tartar district,district,2024,67.86,,13684.0,13613.0,9080.5,46.8,24993.0,27.0,,86.17,,67.86,27.0,0.8456866261826665
Tovuz district,district,2000,,,14418.0,13761.0,188.0,,18320.0,,,,,,,0.7953838422794244
Tovuz district,district,2001,,,15056.0,14488.0,190.0,,21179.0,,,,,,,0.8159098194330606
Tovuz district,district,2002,,,15270.0,14712.0,125.0,,22148.0,,,,,,,0.8224811016113949
Tovuz district,district,2003,,,15513.0,14897.0,150.0,,20782.0,,,,,,,0.8058212367079753
Tovuz district,district,2004,,,15632.0,14992.0,205.0,,22320.0,,,,,,,0.8193670509617954
Tovuz district,district,2005,16.03,,15986.0,15340.0,205.0,47.0,22830.0,87.2,,30.0,,16.03,87.2,0.8191246798470245
Tovuz district,district,2006,,,16185.0,15527.0,1905.0,,23424.0,,,,,,,0.8152214345633455
Tovuz district,district,2007,,,16987.0,16329.0,2110.0,,24852.0,,,,,,,0.8164857904872245
Tovuz district,district,2008,29.92,,17330.0,16671.0,2683.0,48.1,25532.0,66.2,,49.28,,29.92,66.2,0.8166645021672669
Tovuz district,district,2009,40.09,,17416.0,16755.0,2833.0,51.0,25839.0,15.7,,46.44,,40.09,15.7,0.8178585260593986
Tovuz district,district,2010,55.01,,17420.0,16736.0,4095.0,51.0,27350.0,2.5,,56.4,,55.01,2.5,0.8279096302709378
Tovuz district,district,2011,28.11,,17587.0,16903.0,4351.0,47.0,28225.0,59.8,,52.0,,28.11,59.8,0.8318084352216311
Tovuz district,district,2012,36.38,,17752.0,17068.0,3872.0,46.9,29512.0,44.6,,63.63,,36.38,44.6,0.8388798136667659
Tovuz district,district,2013,36.71,,17811.0,17108.0,4227.0,46.8,31421.0,40.9,,63.7,,36.71,40.9,0.8491211945885538
Tovuz district,district,2014,38.0,,17868.0,17196.0,4274.0,48.0,31786.0,49.3,,60.0,,38.0,49.3,0.8501508426860329
Tovuz district,district,2015,36.96,,18010.0,17360.0,4672.0,47.8,32453.0,71.7,,61.96,,36.96,71.7,0.8516522615060078
Tovuz district,district,2016,40.74,,18102.0,17450.0,4675.0,48.1,33300.0,50.0,,61.11,,40.74,50.0,0.8550059208452492
Tovuz district,district,2017,47.17,,18156.0,17582.0,3294.0,47.2,33365.0,20.0,,60.0,,47.17,20.0,0.8554491833011388
Tovuz district,district,2018,54.55,,18258.0,17693.0,3609.0,47.3,33596.0,24.2,,70.0,,54.55,24.2,0.8552005527419575
Tovuz district,district,2019,55.36,,18373.0,17779.0,3700.0,46.4,37232.0,22.1,,70.0,,55.36,22.1,0.8697852940011168
Tovuz district,district,2020,59.2,,18402.0,17801.0,3416.0,47.1,38134.0,,,,,59.2,,0.8731530100957413
Tovuz district,district,2021,60.0,,17962.0,17379.0,3325.0,27.0,38668.0,,,,,60.0,,0.8782210050154008
Tovuz district,district,2022,60.0,,18020.0,17476.0,3330.0,27.0,38739.0,,,,,60.0,,0.8777348890325369
Tovuz district,district,2023,,,17347.0,16858.0,3061.0,,38889.0,,,,,,,0.8829619186256571
Tovuz district,district,2024,,,14982.0,14518.0,3023.5,,37431.0,,,,,,,0.8955252138895934
Ujar district,district,2000,,,24391.0,16604.0,4281.0,,22003.0,,,,,,,0.7805937998839749
Ujar district,district,2001,,,24985.0,17195.0,5144.0,,23881.0,,,,,,,0.7909542749433417
Ujar district,district,2002,,,24850.0,16861.0,6277.0,,22264.0,,,,,,,0.7771551985502246
Ujar district,district,2003,,,25386.0,16898.0,5920.0,,22360.0,,,,,,,0.7780897494937007
Ujar district,district,2004,,,26064.0,17035.0,7131.0,,22561.0,,,,,,,0.7770195511317183
Ujar district,district,2005,10.96,,26353.0,16938.0,7837.0,32.5,23447.0,,,,,10.96,,0.7874081538769782
Ujar district,district,2006,,,26391.0,16960.0,7063.0,,25479.0,,,,,,,0.8072161648872935
Ujar district,district,2007,,,26407.0,16938.0,9509.0,,26702.0,,,,,,,0.8158591284410913
Ujar district,district,2008,36.17,,28888.0,18997.0,10805.0,46.8,29055.0,5.6,,40.43,,36.17,5.6,0.808548209944403
Ujar district,district,2009,30.0,32.22,31543.0,21078.0,11222.0,48.0,29593.0,,8.6,,40.0,30.0,8.6,0.7885742131638483
Ujar district,district,2010,28.93,88.97,32492.0,21675.0,11541.0,48.0,34006.0,23.1,,41.0,,28.93,23.1,0.8139155049540046
Ujar district,district,2011,42.02,75.0,32794.0,21873.0,11725.0,48.0,34657.0,-1.9,0.0,43.3,50.0,42.02,-1.9,0.8159490953981935
Ujar district,district,2012,,50.0,32945.0,21917.0,11685.0,,37426.0,,,,,50.0,,0.8311582985880306
Ujar district,district,2013,,20.0,33109.0,21964.0,11994.0,,38355.0,,153.3,,97.4,20.0,153.3,0.8352851297926507
Ujar district,district,2014,,,33127.0,21972.0,12056.0,,38359.0,,,,,,,0.8352092961850701
Ujar district,district,2015,,18.0,33152.0,21976.0,13865.0,,38781.0,,103.3,,49.91,18.0,103.3,0.8364622429430342
Ujar district,district,2016,,18.75,33182.0,22223.0,12395.0,,38788.0,,73.9,,51.53,18.75,73.9,0.8350397035707334
Ujar district,district,2017,,,33209.0,22687.0,10241.0,,38793.0,,,,,,,0.8322011999905375
Ujar district,district,2018,,,33217.0,23078.0,9761.0,,62269.0,,,,,,,0.8970194216225925
Ujar district,district,2019,,,33238.0,24094.0,9496.0,,64181.0,,,,,,,0.8958531091118191
Ujar district,district,2020,,,33286.0,26946.0,10095.0,,68873.0,,,,,,,0.8915356942926211
Ujar district,district,2021,,,33305.0,31107.0,9310.0,,69563.0,,,,,,,0.8762452243238189
Ujar district,district,2022,,,33334.0,31800.0,9177.0,,66424.0,,,,,,,0.8670247238320578
Ujar district,district,2023,,,29111.0,28048.0,9188.0,,67194.0,,,,,,,0.8845779378431851
Ujar district,district,2024,,,26931.0,25909.0,8925.0,,62201.0,,,,,,,0.8847642859744443
Yardimli district,district,2017,38.98,39.08,14497.0,14424.0,2.0,48.0,17091.0,15.1,10.9,70.0,62.0,38.98,15.1,0.7589529502154555
Yardimli district,district,2018,38.99,38.89,14666.0,14600.0,9.0,48.0,23887.0,21.2,11.2,65.0,66.54,38.99,21.2,0.8374930741804155
Yardimli district,district,2020,33.8,39.0,14832.0,14768.0,3.0,41.9,24373.0,9.5,13.4,70.0,70.0,33.8,9.5,0.836231806144806
Yevlakh district,district,2000,,,31488.0,19714.0,3485.0,,38114.0,,,,,,,0.8581055532842696
Yevlakh district,district,2001,,,31954.0,19908.0,3946.0,,35141.0,,,,,,,0.8424166024341728
Yevlakh district,district,2002,,,33148.0,20486.0,4334.0,,35668.0,,,,,,,0.8395484109441995
Yevlakh district,district,2003,,,34327.0,21060.0,4371.0,,37140.0,,,,,,,0.8418305008600302
Yevlakh district,district,2004,,,36474.0,22678.0,5990.0,,26553.0,,,,,,,0.7453507505276745
Yevlakh district,district,2005,30.94,12.29,36504.0,22696.0,8807.0,51.1,26612.0,61.6,81.4,50.0,31.71,30.94,61.6,0.7429905310488576
Yevlakh district,district,2006,,,36629.0,22835.0,9885.0,,26716.0,,,,,,,0.7415049430515926
Yevlakh district,district,2007,,,36730.0,22748.0,13980.0,,27291.0,,,,,,,0.7458179564040183
Yevlakh district,district,2008,20.18,18.0,35158.0,22552.0,17419.0,48.2,29407.0,176.5,60.0,55.16,32.0,20.18,176.5,0.7667106208625685
Yevlakh district,district,2009,19.61,18.45,35164.0,24151.0,13519.0,50.1,29496.0,191.7,108.7,78.72,42.07,19.61,191.7,0.7513067184217782
Yevlakh district,district,2010,26.0,25.77,29923.0,20317.0,18587.0,50.1,32408.0,92.3,69.1,50.0,43.7,26.0,92.3,0.8142272681234729
Yevlakh district,district,2011,25.11,25.93,29954.0,20360.0,17611.0,47.9,34912.0,96.2,67.9,51.0,43.7,25.11,96.2,0.8294097307103615
Yevlakh district,district,2012,26.0,25.93,29973.0,20387.0,16029.0,48.0,35580.0,96.2,67.9,51.0,43.7,26.0,96.2,0.8333816926183649
Yevlakh district,district,2013,26.0,25.92,29985.0,20584.0,14899.0,47.8,36276.0,96.3,67.8,51.0,46.2,26.0,96.3,0.835668002056864
Yevlakh district,district,2014,25.99,25.92,30110.0,20693.0,18819.0,48.0,36512.0,96.2,68.1,51.0,43.71,25.99,96.2,0.8345390131641129
Yevlakh district,district,2015,25.9,25.91,27834.0,19196.0,21193.0,48.4,36534.0,97.0,68.6,51.0,43.99,25.9,97.0,0.8473169473051199
Yevlakh district,district,2016,25.87,25.81,28257.0,25109.0,17284.0,48.4,36547.0,97.0,109.1,51.0,54.3,25.87,97.0,0.7948020209079819
Yevlakh district,district,2017,25.99,25.92,28395.0,25253.0,15493.0,51.0,36560.0,92.3,96.9,50.0,51.18,25.99,92.3,0.7943165522155907
Yevlakh district,district,2018,25.99,25.93,28418.0,25256.0,15612.0,51.4,36574.0,169.2,115.7,70.0,56.18,25.99,169.2,0.7943270454071187
Yevlakh district,district,2019,25.98,18.79,28427.0,24922.0,16167.0,51.4,37187.0,168.0,109.3,69.68,54.41,25.98,168.0,0.8010264921755073
Yevlakh district,district,2020,25.81,26.02,28450.0,25005.0,16442.5,49.1,37243.0,155.2,159.6,65.86,67.5,25.81,155.2,0.8005069855248502
Yevlakh district,district,2021,25.84,26.03,30461.0,26493.0,16580.0,59.0,37352.0,145.8,161.7,59.3,62.72,25.84,145.8,0.7876825773201968
Yevlakh district,district,2022,26.36,26.44,30586.0,26423.0,16580.0,50.6,38062.0,180.2,157.1,86.3,70.32,26.36,180.2,0.7928582099521343
Yevlakh district,district,2023,29.18,26.42,32613.0,28491.0,16600.0,54.9,38193.0,137.8,154.3,33.37,67.8,29.18,137.8,0.7754389089944673
Yevlakh district,district,2024,38.92,34.15,33240.0,29747.0,16630.0,35.4,38335.0,205.9,144.9,65.55,70.59,38.92,205.9,0.7654054465447221
Zagatala district,district,2000,,,26659.0,21245.0,4949.0,,29796.0,,,,,,,0.7934897710830865
Zagatala district,district,2001,,,26810.0,21866.0,4573.0,,28244.0,,,,,,,0.7735354139431649
Zagatala district,district,2002,,,27457.0,22601.0,4966.0,,29831.0,,,,,,,0.7786066743032858
Zagatala district,district,2003,,,27521.0,22527.0,5579.0,,32938.0,,,,,,,0.8025974840173457
Zagatala district,district,2004,,,27563.0,22562.0,5928.0,,33698.0,,,,,,,0.8070660625332019
Zagatala district,district,2005,16.0,18.0,27613.0,22667.0,6546.0,49.8,36862.0,37.5,,22.0,,16.0,37.5,0.8246275653600409
Zagatala district,district,2006,,,27641.0,22797.0,6565.0,,37305.0,,,,,,,0.8258727570050416
Zagatala district,district,2007,,,28054.0,23214.0,6942.0,,37753.0,,,,,,,0.8243782406608271
Zagatala district,district,2008,25.93,24.0,28340.0,24344.0,7062.0,48.4,38516.0,40.0,51.5,40.0,40.0,25.93,40.0,0.8187266450175265
Zagatala district,district,2009,20.0,34.92,28500.0,24998.0,8072.0,48.0,39657.0,21.6,15.8,26.37,40.74,20.0,21.6,0.8186528881886825
Zagatala district,district,2010,28.35,28.93,28800.0,25429.0,8091.0,39.5,40283.0,-18.2,24.1,23.3,49.7,28.35,-18.2,0.8183861741799839
Zagatala district,district,2011,31.97,39.0,29088.0,25765.0,7915.0,47.9,40788.0,21.5,18.8,40.0,49.0,31.97,21.5,0.8183976125213027
Zagatala district,district,2012,30.23,34.64,29380.0,26245.0,7721.0,49.7,41523.0,49.8,24.8,45.06,43.0,30.23,49.8,0.8184530633882259
Zagatala district,district,2013,33.63,38.4,29509.0,26559.0,7853.0,49.0,42651.0,22.0,24.2,43.8,51.2,33.63,22.0,0.8214955383397218
Zagatala district,district,2014,37.81,37.82,29618.0,26842.0,7715.0,48.0,42944.0,22.4,16.0,53.52,50.35,37.81,22.4,0.8208431831715063
Zagatala district,district,2015,35.05,36.67,29726.0,27079.0,7681.0,48.0,43179.0,35.5,23.5,55.0,50.66,35.05,35.5,0.820202519287149
Zagatala district,district,2016,35.12,38.41,29763.0,27310.0,7681.0,48.0,43369.0,17.8,32.9,50.0,57.06,35.12,17.8,0.8193762025351917
Zagatala district,district,2017,34.94,40.7,29615.0,27258.0,7685.0,48.0,43495.0,5.3,15.8,40.0,55.0,34.94,5.3,0.8203659075127933
Zagatala district,district,2018,35.17,,29465.0,27251.0,7791.0,47.9,43590.0,10.7,,46.31,,35.17,10.7,0.8208005597034389
Zagatala district,district,2019,34.87,49.7,29410.0,27250.0,8260.0,48.1,43658.0,50.0,19.3,60.0,62.45,34.87,50.0,0.8208340603293063
Zagatala district,district,2020,40.0,49.77,29376.0,27389.0,8275.0,48.0,43699.0,3.8,15.5,60.0,62.95,40.0,3.8,0.8199824023350055
Zagatala district,district,2021,50.0,49.1,28935.0,26972.0,8275.0,48.0,43857.0,11.3,30.2,50.07,76.82,50.0,11.3,0.8238209864930541
Zagatala district,district,2022,60.0,45.36,28599.0,26650.0,8275.0,48.0,44103.0,1.9,17.9,60.0,70.0,60.0,1.9,0.8273141840912462
Zagatala district,district,2023,70.0,62.19,27990.0,26096.0,8275.0,48.0,44331.0,14.3,38.5,79.99,98.71,70.0,14.3,0.832356541937828
Zagatala district,district,2024,70.0,88.58,27033.0,25199.0,8275.0,48.0,44462.0,11.1,22.2,100.0,110.0,70.0,11.1,0.8393627056421314
Zangilan district,district,2002,,,153.0,152.0,12.0,,62.0,,,,,,,0.6362745198061358
Zangilan district,district,2006,,,176.0,175.0,22.0,,32.0,,,,,,,0.40687812288194874
Zangilan district,district,2007,,,209.0,209.0,13.0,,41.0,,,,,,,0.41764126035115084
Zangilan district,district,2008,25.0,,212.0,212.0,12.0,,43.0,,,,,25.0,,0.424965313972044
Zangilan district,district,2009,34.4,,222.0,222.0,19.0,48.0,44.0,,,,,34.4,,0.41483770547420407
Zangilan district,district,2010,36.53,,230.0,230.0,24.0,,48.0,,,,,36.53,,0.42326653198871805
Zangilan district,district,2011,,,447.0,417.0,25.0,,64.0,,,,,,,0.3382627407633997
Zangilan district,district,2012,,,451.0,423.0,42.0,,224.0,,,,,,,0.6442138618933003
Zangilan district,district,2013,,,639.0,539.0,47.0,,419.0,,,,,,,0.7472043088354309
Zangilan district,district,2014,28.57,,622.0,582.0,39.0,42.9,451.0,,,30.0,,28.57,,0.7441749865343891
Zangilan district,district,2015,40.0,,626.0,626.0,98.0,50.0,459.0,50.0,,60.0,,40.0,50.0,0.7174771738200685
Zangilan district,district,2016,11.25,,630.0,630.0,171.0,47.5,508.0,,,9.43,,11.25,,0.7398072722314855
Zangilan district,district,2017,68.46,,475.0,475.0,175.0,15.4,1163.0,9.4,,100.0,,68.46,9.4,0.9220304421703887
Zangilan district,district,2018,10.47,,393.0,393.0,51.0,5.2,668.0,,,120.0,,10.47,,0.8987202626412879
Zangilan district,district,2019,,,631.0,631.0,60.0,,360.0,,,,,,,0.6439538284385168
Zangilan district,district,2020,,,797.0,797.0,63.5,,331.0,,,,,,,0.5369479220429587
Zangilan district,district,2021,,,853.0,853.0,66.5,,481.0,,,,,,,0.6253309822038351
Zangilan district,district,2022,,,878.0,878.0,323.5,,486.0,,,,,,,0.6038677908994825
Zangilan district,district,2023,,,2057.0,2057.0,169.0,,494.0,,,,,,,0.3715005115815341
Zangilan district,district,2024,,,4193.0,4193.0,2123.5,,494.0,,,,,,,0.23707784140311786
Zardab district,district,2000,,,19455.0,14884.0,2522.0,,16991.0,,,,,,,0.7444487724394641
Zardab district,district,2001,,,20019.0,15651.0,3158.0,,19066.0,,,,,,,0.7607358012384929
Zardab district,district,2002,,,20409.0,15972.0,5141.0,,22206.0,,,,,,,0.7913116429624572
Zardab district,district,2003,,,21654.0,17308.0,7873.0,,22726.0,,,,,,,0.7740999753981874
Zardab district,district,2004,,,21857.0,17655.0,10264.0,,20503.0,,,,,,,0.7386023088860625
Zardab district,district,2005,20.0,10.88,21963.0,18205.0,10939.0,50.0,20810.0,,47.2,,20.0,20.0,47.2,0.7335460461874773
Zardab district,district,2006,,,21973.0,18294.0,12027.0,,21069.0,,,,,,,0.7348950422626601
Zardab district,district,2007,,,22128.0,18571.0,12858.0,,21346.0,,,,,,,0.7337677844591267
Zardab district,district,2008,16.67,10.21,22272.0,19258.0,11357.0,50.0,21605.0,60.0,61.1,33.33,30.6,16.67,60.0,0.7278633186837364
Zardab district,district,2009,21.48,20.0,22366.0,19646.0,13348.0,48.0,21663.0,19.7,76.3,30.93,35.0,21.48,19.7,0.7214155064486261
Zardab district,district,2010,28.7,30.83,22564.0,19904.0,14353.0,48.0,21702.0,152.3,104.2,61.8,35.0,28.7,152.3,0.7174589195072569
Zardab district,district,2011,30.0,29.07,22629.0,20037.0,16005.0,48.0,21806.0,105.9,47.5,70.0,50.1,30.0,105.9,0.7159184596851303
Zardab district,district,2012,30.0,29.9,22690.0,20196.0,16535.0,48.0,25066.0,142.6,47.1,82.21,50.2,30.0,142.6,0.7534354483683239
Zardab district,district,2013,25.96,28.77,22751.0,20376.0,15581.0,48.0,31766.0,43.1,47.9,53.5,50.2,25.96,43.1,0.8104654221703184
Zardab district,district,2014,24.68,24.21,22792.0,20531.0,16576.0,47.8,31777.0,43.5,47.6,51.12,50.2,24.68,43.5,0.8084691637814159
Zardab district,district,2015,30.0,29.62,22828.0,20850.0,18570.0,48.3,31871.0,152.3,47.6,71.49,50.17,30.0,152.3,0.8049295946891901
Zardab district,district,2016,30.36,30.45,22853.0,20975.0,18100.0,48.2,31934.0,173.7,47.4,78.95,50.14,30.36,173.7,0.8042255016998272
Zardab district,district,2017,29.87,30.58,22867.0,21031.0,18612.0,48.1,31944.0,97.7,50.4,52.0,51.19,29.87,97.7,0.8035005700121315
Zardab district,district,2018,28.85,31.16,22873.0,21353.0,19497.0,48.1,31957.0,100.5,50.8,47.69,52.53,28.85,100.5,0.7998215559269441
Zardab district,district,2019,21.74,29.98,22885.0,21454.0,20611.0,47.8,31958.0,79.6,49.1,40.0,50.7,21.74,79.6,0.7983383143850967
Zardab district,district,2020,43.0,41.05,22909.0,21487.0,17514.3,34.5,31960.0,16.3,10.9,50.0,50.9,43.0,16.3,0.7991939665857068
Zardab district,district,2021,32.09,43.01,22919.0,21760.0,17440.0,34.5,31963.0,55.8,10.1,50.0,50.63,32.09,55.8,0.796338292169588
Zardab district,district,2022,43.0,42.45,22972.0,21895.0,15495.0,34.5,31965.0,16.3,10.2,50.0,50.58,43.0,16.3,0.7957669859264562
Zardab district,district,2023,43.0,43.2,22475.0,21436.0,13364.0,34.5,31973.0,23.1,10.2,56.46,50.58,43.0,23.1,0.8017163010047054
Zardab district,district,2024,43.25,,21795.0,20983.0,14085.0,34.5,31974.0,23.4,,56.46,,43.25,23.4,0.8061568423487334
