region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Gobustan district,district,2016,,25.57,11510.0,11386.0,86.0,,19756.0,,126.7,,75.19,25.57,126.7,0.8512879143328294
Gobustan district,district,2017,,27.92,11578.0,11452.0,84.0,,20088.0,,107.6,,66.12,27.92,107.6,0.8530516205035703
Gobustan district,district,2018,,28.4,12168.0,12016.0,42.0,,20319.0,,106.7,,65.8,28.4,106.7,0.8467775255166826
Gobustan district,district,2019,,28.76,12167.0,12058.0,51.0,,20758.0,,114.2,,68.0,28.76,114.2,0.8497547602123173
Gobustan district,district,2020,,,13108.0,12988.0,27.0,,21083.0,,138.8,,78.85,,138.8,0.8386348947697331
Gobustan district,district,2021,,33.0,13241.0,13121.0,36.0,,22436.0,,135.4,,71.97,33.0,135.4,0.8478422611158126
Gobustan district,district,2022,,31.65,11306.0,11178.0,27.0,,22728.0,,127.9,,71.19,31.65,127.9,0.875274671973142
Gobustan district,district,2023,,32.61,10928.0,10807.0,19.0,,19542.0,,126.9,,77.42,32.61,126.9,0.8586536107256846
Gobustan district,district,2024,,34.64,10833.0,10687.0,15.0,,18954.0,,75.0,,70.0,34.64,75.0,0.8555670398790426
Goranboy district,district,2000,,,13592.0,11804.0,1160.0,,11624.0,,,,,,,0.7075895527885673
Goranboy district,district,2001,,,13721.0,12147.0,404.0,,13377.0,,,,,,,0.7452106040992061
Goranboy district,district,2002,,,14824.0,13150.0,1162.0,,14066.0,,,,,,,0.7312112751179362
Goranboy district,district,2003,,,15912.0,14192.0,1760.0,,14500.0,,,,,,,0.7147197355934051
Goranboy district,district,2004,,,17026.0,15388.0,2403.0,,14620.0,,,,,,,0.6901786420130928
Goranboy district,district,2005,23.35,,16907.0,15442.0,3058.0,50.0,14645.0,42.9,,32.79,,23.35,42.9,0.6879123096086326
Goranboy district,district,2006,,,17836.0,16507.0,5325.0,,14667.0,,,,,,,0.6631483666240554
Goranboy district,district,2007,,,19146.0,17976.0,6977.0,,15738.0,,,,,,,0.6561877719056559
Goranboy district,district,2008,18.18,,20075.0,18699.0,5767.0,47.7,15740.0,38.5,,36.0,,18.18,38.5,0.6454376409861154
Goranboy district,district,2009,30.0,,20098.0,18861.0,9106.0,48.0,18880.0,,,,,30.0,,0.6955572647971394
Goranboy district,district,2010,20.96,,20857.0,19626.0,11186.0,48.0,23619.0,43.8,,32.9,,20.96,43.8,0.7480913614193744
Goranboy district,district,2011,29.6,,20851.0,19945.0,11221.0,48.0,27510.0,,,35.0,,29.6,,0.7841051367899299
Goranboy district,district,2012,32.78,,21580.0,20929.0,12665.0,48.7,32390.0,33.3,,50.0,,32.78,33.3,0.8102870265156884
Goranboy district,district,2013,29.45,,21847.0,21238.0,13975.0,48.0,35389.0,80.9,,50.0,,29.45,80.9,0.8252326953884462
Goranboy district,district,2014,25.21,,20851.0,20304.0,13748.0,47.9,35966.0,64.5,,41.26,,25.21,64.5,0.8370491751803363
Goranboy district,district,2015,25.9,,20682.0,20177.0,13686.0,48.0,36114.0,62.6,,42.28,,25.9,62.6,0.8389757187914691
Goranboy district,district,2016,28.28,,20838.0,20375.0,13598.0,45.8,36208.0,50.7,,40.7,,28.28,50.7,0.8377114647898839
Goranboy district,district,2017,13.42,,21097.0,20656.0,13882.0,45.2,37061.0,42.1,,42.17,,13.42,42.1,0.839382156563429
Goranboy district,district,2018,13.11,,19911.0,19370.0,13821.0,14.7,35114.0,10.0,,55.0,,13.11,10.0,0.8411685198460503
Goranboy district,district,2019,10.49,,20520.0,20064.0,14001.0,15.0,42104.0,2.8,,50.14,,10.49,2.8,0.8649893398650326
Goranboy district,district,2020,10.46,,20601.0,20167.0,15458.0,15.0,42237.0,2.8,,50.03,,10.46,2.8,0.8642623438536574
Goranboy district,district,2021,10.31,,20387.0,19932.0,15505.0,16.1,43060.0,1.5,,33.51,,10.31,1.5,0.8687103627826522
Goranboy district,district,2022,10.1,,20401.0,20006.0,14896.5,14.3,43094.0,2.2,,40.23,,10.1,2.2,0.8684776750499024
Goranboy district,district,2023,45.91,,17586.0,17197.0,14923.0,41.9,43266.0,2.3,,59.73,,45.91,2.3,0.8880134765341163
Goranboy district,district,2024,46.08,,16988.0,16666.0,14517.9,41.8,42408.0,9.6,,61.59,,46.08,9.6,0.8893674025068635
Goychay district,district,2000,,,20921.0,16810.0,824.0,,15994.0,,,,,,,0.6962859841424123
Goychay district,district,2001,,,21306.0,17093.0,595.0,,18485.0,,,,,,,0.7356777056439111
Goychay district,district,2002,,,21444.0,17228.0,667.0,,20518.0,,,,,,,0.762043063200307
Goychay district,district,2003,,,22218.0,17734.0,1487.0,,21568.0,,,,,,,0.7640945092835608
Goychay district,district,2004,,,22494.0,17977.0,1843.0,,22500.0,,,,,,,0.7705550741207867
Goychay district,district,2005,12.37,,22759.0,18185.0,2137.0,49.8,22235.0,88.3,,30.13,,12.37,88.3,0.7635915945524772
Goychay district,district,2006,,,22978.0,18397.0,2260.0,,22550.0,,,,,,,0.7639223359982628
Goychay district,district,2007,,,23022.0,18434.0,2741.0,,23180.0,,,,,,,0.7696017627951768
Goychay district,district,2008,29.45,,23165.0,18633.0,3610.0,48.1,23286.0,34.5,,46.33,,29.45,34.5,0.766351917340617
Goychay district,district,2009,30.9,,23217.0,18707.0,4459.0,48.0,23360.0,11.5,,37.91,,30.9,11.5,0.7648182614168726
Goychay district,district,2010,40.38,,23525.0,19041.0,5180.0,56.6,23550.0,3.3,,39.4,,40.38,3.3,0.7612617095688051
Goychay district,district,2011,41.04,,23926.0,19546.0,5479.0,48.0,23750.0,24.4,,50.8,,41.04,24.4,0.7560809477287587
Goychay district,district,2012,50.53,,24129.0,19809.0,5607.0,48.0,24240.0,24.4,,51.64,,50.53,24.4,0.757848908309566
Goychay district,district,2013,52.83,,24372.0,20084.0,5569.0,48.2,24510.0,17.8,,51.5,,52.83,17.8,0.7571640395070955
Goychay district,district,2014,58.15,,24419.0,20475.0,5583.0,47.8,24850.0,28.5,,57.46,,58.15,28.5,0.7556566264300641
Goychay district,district,2015,60.0,,24436.0,20764.0,5706.0,48.2,24935.0,11.9,,60.0,,60.0,11.9,0.7526085524168559
Goychay district,district,2016,60.0,,19566.0,17974.0,5728.0,47.1,25030.0,18.6,,60.0,,60.0,18.6,0.7908990501473127
Goychay district,district,2017,11.76,,19597.0,18135.0,5768.0,48.0,20298.0,4.3,,90.78,,11.76,4.3,0.7325996867357982
Goychay district,district,2018,57.05,,18720.0,17370.0,6008.0,48.0,20588.0,31.9,,64.55,,57.05,31.9,0.7486009087270753
Goychay district,district,2019,51.51,,18535.0,17247.0,5940.0,40.1,20016.0,10.5,,57.55,,51.51,10.5,0.742774790816703
Goychay district,district,2020,51.32,,17824.0,16596.0,6067.0,40.2,19900.0,21.8,,52.79,,51.32,21.8,0.7517889839356885
Goychay district,district,2021,32.06,,18204.0,16997.0,6067.0,47.4,19941.0,49.8,,63.16,,32.06,49.8,0.7456859538087229
Goychay district,district,2022,36.75,,17856.0,16647.0,6079.0,47.1,19840.0,42.9,,65.68,,36.75,42.9,0.7500844328511501
Goychay district,district,2023,32.67,,18308.0,17226.0,6077.0,47.4,20105.0,,,,,32.67,,0.7442012354088791
Goychay district,district,2024,27.08,,17906.0,16899.0,6076.0,47.6,20183.0,,,,,27.08,,0.7506595713802927
Goygol district,district,2000,,,6300.0,6090.0,627.0,,5692.0,,,,,,,0.7044268769689038
Goygol district,district,2001,,,7375.0,7177.0,781.0,,6603.0,,,,,,,0.6954548135505797
Goygol district,district,2002,,,7801.0,7588.0,826.0,,7376.0,,,,,,,0.7109658223374641
Goygol district,district,2003,,,8835.0,8630.0,765.0,,8870.0,,,,,,,0.7262561829891472
Goygol district,district,2004,,,9143.0,8963.0,1052.0,,10546.0,,,,,,,0.7619649677541008
Goygol district,district,2005,16.12,,9314.0,9139.0,997.0,51.0,14471.0,18.8,,22.07,,16.12,18.8,0.8308466856519675
Goygol district,district,2006,,,9564.0,9410.0,948.0,,15538.0,,,,,,,0.8387298136920767
Goygol district,district,2007,,,9754.0,9602.0,967.0,,20324.0,,,,,,,0.8770266230143071
Goygol district,district,2008,27.62,21.75,9812.0,9656.0,1168.0,48.1,22354.0,11.6,22.6,32.75,38.0,27.62,11.6,0.8873842369740428
Goygol district,district,2009,22.71,25.4,9823.0,9689.0,1636.0,48.0,22427.0,34.0,18.4,43.45,37.02,22.71,34.0,0.8864748645847502
Goygol district,district,2010,37.18,35.15,9827.0,9682.0,949.0,43.1,22532.0,38.5,16.7,52.9,41.2,37.18,38.5,0.8884626744480808
Goygol district,district,2011,32.81,32.47,9851.0,9724.0,973.0,48.1,22586.0,31.8,59.2,35.2,42.9,32.81,31.8,0.8881686238796753
Goygol district,district,2012,35.2,29.76,9946.0,9830.0,1163.0,48.0,22594.0,34.6,45.6,40.12,40.2,35.2,34.6,0.8864985083171301
Goygol district,district,2013,41.11,35.08,9969.0,9866.0,1307.0,47.7,23028.0,22.0,47.1,48.7,55.6,41.11,22.0,0.887945594690764
Goygol district,district,2014,39.45,26.01,10003.0,9897.0,1307.0,47.7,23348.0,13.1,32.1,43.7,43.82,39.45,13.1,0.8891296233317761
Goygol district,district,2015,32.73,35.03,10017.0,9928.0,1297.0,48.0,23540.0,36.1,38.6,43.64,35.9,32.73,36.1,0.8896979322782275
Goygol district,district,2016,43.98,34.52,10032.0,9944.0,1221.0,45.8,23559.0,18.9,29.8,49.65,45.18,43.98,18.9,0.8897496005817142
Goygol district,district,2017,40.09,,10064.0,9972.0,851.0,41.6,23698.0,31.4,,47.12,,40.09,31.4,0.8908948308680636
Goygol district,district,2018,46.89,,10084.0,9984.0,803.0,46.7,23717.0,34.2,,54.43,,46.89,34.2,0.8909691859935527
Goygol district,district,2019,52.08,,10079.0,9975.0,761.0,46.0,23943.0,49.0,,79.17,,52.08,49.0,0.8922024755302385
Goygol district,district,2020,58.12,,10092.0,9972.0,545.0,43.1,23937.0,60.8,,72.83,,58.12,60.8,0.8928490864085983
Goygol district,district,2021,55.66,16.14,9817.0,9726.0,498.5,41.2,24174.0,44.5,45.5,72.57,80.0,55.66,44.5,0.8967017714880644
Goygol district,district,2022,35.75,16.9,9764.0,9680.0,417.5,40.5,24220.0,44.8,45.5,68.89,80.0,35.75,44.8,0.8976700604567102
Goygol district,district,2023,57.77,66.67,9944.0,9869.0,395.0,41.6,24312.0,59.4,50.0,71.08,100.0,57.77,59.4,0.8961156064226501
Goygol district,district,2024,51.32,65.62,9920.0,9817.0,421.7,29.2,24879.0,116.7,55.0,85.2,100.0,51.32,116.7,0.898846280364418
Guba district,district,2000,,,26022.0,25165.0,206.0,,29527.0,,,,,,,0.7588072811825731
Guba district,district,2001,,,26200.0,25329.0,173.0,,33164.0,,,,,,,0.787224977227874
Guba district,district,2002,,,26393.0,25548.0,186.0,,29472.0,,,,,,,0.7541996820977794
Guba district,district,2003,,,26423.0,25618.0,168.0,,33440.0,,,,,,,0.7864411422944568
Guba district,district,2004,,,26430.0,25850.0,334.0,,34109.0,,,,,,,0.7883166232266382
Guba district,district,2005,25.53,,26439.0,25922.0,178.0,49.7,34450.0,-22.4,,19.82,,25.53,-22.4,0.7907244510443178
Guba district,district,2006,,,26443.0,25955.0,134.0,,34502.0,,,,,,,0.7908967943236813
Guba district,district,2007,,,26476.0,25990.0,207.0,,34610.0,,,,,,,0.7910883189883563
Guba district,district,2008,19.4,,26632.0,26150.0,312.0,47.9,34628.0,42.9,40.0,27.2,,19.4,42.9,0.7892476974768143
Guba district,district,2009,34.8,,26400.0,26008.0,386.0,48.0,34648.0,10.3,,37.49,,34.8,10.3,0.7903882199809857
Guba district,district,2010,31.44,,26506.0,26051.0,862.0,49.6,35341.0,35.2,,38.9,,31.44,35.2,0.7929184824531155
Guba district,district,2011,49.38,,26406.0,26002.0,1042.0,48.0,35376.0,19.2,,39.2,,49.38,19.2,0.7930458033855953
Guba district,district,2012,49.7,,26318.0,25994.0,802.0,48.0,37028.0,-1.8,,42.38,,49.7,-1.8,0.8044649313224579
Guba district,district,2013,51.63,,26207.0,25936.0,630.0,48.6,37992.0,,,39.7,,51.63,,0.8112469307371071
Guba district,district,2014,45.46,,25842.0,25658.0,472.0,48.0,38182.0,13.3,,39.85,,45.46,13.3,0.8152423318445896
Guba district,district,2015,13.46,,25550.0,25352.0,519.0,48.0,38277.0,156.7,,90.04,,13.46,156.7,0.8181563142373816
Guba district,district,2016,15.78,,24731.0,24559.0,612.0,47.9,38761.0,41.1,,50.08,,15.78,41.1,0.8269505256099854
Guba district,district,2017,54.6,,24357.0,24208.0,567.0,48.0,37938.0,,,44.66,,54.6,,0.8257238409211781
Guba district,district,2018,48.53,,24458.0,24293.0,592.0,48.0,41363.0,17.3,,54.31,,48.53,17.3,0.841383561636173
Guba district,district,2019,43.58,,24831.0,24672.0,619.0,45.7,41820.0,25.2,,54.43,,43.58,25.2,0.8404640151616161
Guba district,district,2020,43.69,,24919.0,24820.0,673.0,45.6,42390.0,27.3,,55.01,,43.69,27.3,0.8416569353290823
Guba district,district,2021,43.12,,24858.0,24755.0,643.0,46.8,42668.0,32.2,,56.52,,43.12,32.2,0.843378916999255
Guba district,district,2022,37.8,,24691.0,24582.0,640.0,45.4,42718.0,71.3,,64.77,,37.8,71.3,0.8448387701524166
Guba district,district,2023,36.1,,24961.0,24849.0,645.0,33.8,42784.0,79.1,,64.65,,36.1,79.1,0.8431768861214086
Guba district,district,2024,42.63,,24738.0,24622.0,629.0,33.9,42786.0,108.0,,88.68,,42.63,108.0,0.8448618051375103
Gubadli district,district,2000,,,177.0,169.0,1.0,,152.0,,,,,,,0.849565033570612
Gubadli district,district,2007,,,151.0,147.0,8.0,,225.0,,,,,,,0.9112556316615329
Gubadli district,district,2008,,,148.0,144.0,1.0,,190.0,,,,,,,0.9027591607564154
Gubadli district,district,2015,,,469.0,463.0,10.0,,638.0,,,,,,,0.8762292578772136
Gubadli district,district,2016,33.02,,494.0,488.0,10.0,47.3,652.0,83.9,,61.02,,33.02,83.9,0.8708157984401926
Gubadli district,district,2017,33.02,,560.0,554.0,13.0,47.2,687.0,141.3,,80.0,,33.02,141.3,0.8556687020333444
Gubadli district,district,2018,33.02,,537.0,537.0,14.0,47.1,779.0,141.2,,79.99,,33.02,141.2,0.8786248353427999
Gubadli district,district,2019,33.02,,503.0,503.0,26.0,47.0,779.0,141.3,,79.98,,33.02,141.3,0.8862678753757159
Gubadli district,district,2020,33.15,,717.0,717.0,23.2,46.9,779.0,141.5,,79.98,,33.15,141.5,0.821725841730185
Gubadli district,district,2021,35.19,,839.0,839.0,24.8,46.9,1114.0,141.5,,85.02,,35.19,141.5,0.8537953101783498
Gubadli district,district,2022,36.74,,975.0,975.0,11.0,46.9,1292.0,141.8,,88.78,,36.74,141.8,0.8518678657968962
Gubadli district,district,2023,36.62,,938.0,938.0,16.0,46.9,1535.0,145.8,,89.98,,36.62,145.8,0.882016998472391
Gubadli district,district,2024,36.69,,1058.0,1058.0,796.0,46.9,1443.0,145.5,,90.04,,36.69,145.5,0.8357063028413341
Gusar district,district,2000,,,16739.0,16547.0,72.0,,20774.0,,,,,,,0.7803446160637009
Gusar district,district,2001,,,17081.0,16917.0,100.0,,22194.0,,,,,,,0.7908212638284718
Gusar district,district,2002,,,17429.0,17274.0,86.0,,19348.0,,,,,,,0.74956759496889
Gusar district,district,2003,,,17434.0,17275.0,83.0,,21178.0,,,,,,,0.7738039495537311
Gusar district,district,2004,,,17767.0,17649.0,109.0,,22258.0,,,,,,,0.7806621121168326
Gusar district,district,2005,21.69,,17564.0,17442.0,113.0,47.2,22258.0,-21.7,,16.28,,21.69,-21.7,0.7836861138825749
Gusar district,district,2006,,,17989.0,17869.0,286.0,,22259.0,,,,,,,0.7760449539453774
Gusar district,district,2007,,,18097.0,18006.0,1558.0,,22260.0,,,,,,,0.7681476252797209
Gusar district,district,2008,35.78,,18350.0,18264.0,2581.0,47.6,22262.0,-22.8,,27.24,,35.78,-22.8,0.7617032680766376
Gusar district,district,2009,28.59,,18566.0,18489.0,3045.0,48.0,23950.0,3.1,,29.59,,28.59,3.1,0.7766812951941935
Gusar district,district,2010,26.03,,18714.0,18644.0,3778.0,48.0,24030.0,4.7,,26.7,,26.03,4.7,0.7741337065542071
Gusar district,district,2011,31.24,,18793.0,18727.0,4099.0,48.0,26237.0,-6.0,,29.4,,31.24,-6.0,0.7943089715733271
Gusar district,district,2012,31.9,,19040.0,18980.0,4270.0,47.6,26426.0,0.6,,30.22,,31.9,0.6,0.7925817876216548
Gusar district,district,2013,6.15,,18658.0,18594.0,4300.0,48.0,26448.0,,,44.8,,6.15,,0.7976109164186118
Gusar district,district,2014,55.24,,18750.0,18728.0,4502.0,48.0,27506.0,,,51.97,,55.24,,0.8047146608086547
Gusar district,district,2015,47.19,,19029.0,19009.0,5243.0,48.0,27755.0,0.4,,45.18,,47.19,0.4,0.8025232158163391
Gusar district,district,2016,42.26,,19043.0,19023.0,5403.0,50.7,27795.0,1.3,,49.64,,42.26,1.3,0.802511754762741
Gusar district,district,2017,38.7,,19008.0,19005.0,5034.0,48.0,28710.0,0.5,,59.95,,38.7,0.5,0.8103658124951861
Gusar district,district,2018,63.61,,18488.0,18485.0,5263.0,48.0,28762.0,,,44.99,,63.61,,0.8165025182668133
Gusar district,district,2019,66.3,,18446.0,18443.0,5530.0,48.0,28914.0,0.6,,106.13,,66.3,0.6,0.8178301665981824
Gusar district,district,2020,23.69,,18697.0,18693.0,5843.0,48.0,30931.0,11.7,,42.5,,23.69,11.7,0.8285199721378701
Gusar district,district,2021,15.36,,18727.0,18723.0,4097.0,48.0,30933.0,,,83.46,,15.36,,0.8299360832946564
Gusar district,district,2022,63.58,,17001.0,16997.0,3566.0,48.0,32197.0,14.5,,80.19,,63.58,14.5,0.8549045965942713
Gusar district,district,2023,63.59,,16600.0,16595.0,3148.4,48.0,32211.0,16.2,,81.4,,63.59,16.2,0.859244340139768
Gusar district,district,2024,63.57,,15940.0,15934.0,2320.1,48.0,32211.0,3.3,,72.29,,63.57,3.3,0.866418406027976
Hajigabul district,district,2000,,,10451.0,9170.0,980.0,,10178.0,,,,,,,0.7461156082097072
Hajigabul district,district,2001,,,10963.0,9717.0,980.0,,9394.0,,,,,,,0.705031758602517
Hajigabul district,district,2002,,,12046.0,10935.0,980.0,,10312.0,,,,,,,0.6961753584164277
Hajigabul district,district,2003,,,12448.0,11145.0,990.0,,11984.0,,,,,,,0.735029681396135
Hajigabul district,district,2004,,,12816.0,11456.0,1000.0,,12194.0,,,,,,,0.7317829778241138
Hajigabul district,district,2005,,10.0,13197.0,11858.0,1050.0,,12480.0,,96.0,,26.0,10.0,96.0,0.7279047979594546
Hajigabul district,district,2006,,,13308.0,12050.0,1250.0,,12484.0,,,,,,,0.7221234703979373
Hajigabul district,district,2007,,,13731.0,12467.0,1500.0,,12620.0,,,,,,,0.7138321962320849
Hajigabul district,district,2008,,17.41,14174.0,12833.0,1775.0,,12670.0,,90.5,,40.0,17.41,90.5,0.7050031311638417
Hajigabul district,district,2009,,17.4,14390.0,12989.0,2052.0,,12681.0,,45.9,,42.31,17.4,45.9,0.7005312998766973
Hajigabul district,district,2010,,17.6,14948.0,13461.0,1509.0,,13800.0,,88.9,,42.4,17.6,88.9,0.7170248551343206
Hajigabul district,district,2011,,18.06,15342.0,13821.0,1794.0,,14790.0,,89.1,,40.5,18.06,89.1,0.7284366952138024
Hajigabul district,district,2012,,57.88,15490.0,13967.0,2766.0,,16081.0,,61.5,,76.7,57.88,61.5,0.7465292804627456
Hajigabul district,district,2013,,55.74,15675.0,14143.0,3106.0,,17168.0,,55.9,,75.2,55.74,55.9,0.7602529337391185
Hajigabul district,district,2014,,55.76,15858.0,14403.0,3468.0,,17172.0,,57.5,,75.21,55.76,57.5,0.7545523262407301
Hajigabul district,district,2015,,69.79,15990.0,14546.0,4641.0,,17217.0,,43.8,,84.05,69.79,43.8,0.7504529434257132
Hajigabul district,district,2016,,58.71,16245.0,14802.0,3673.0,,17242.0,,42.8,,88.25,58.71,42.8,0.7476191000550066
Hajigabul district,district,2017,,83.02,16424.0,15457.0,3083.0,,17253.0,,37.3,,71.08,83.02,37.3,0.736589905749484
Hajigabul district,district,2018,,76.45,16618.0,15725.0,2449.0,,18282.0,,45.0,,78.89,76.45,45.0,0.7495257314583756
Hajigabul district,district,2019,,86.67,15311.0,14594.0,2806.0,,19773.0,,22.6,,83.51,86.67,22.6,0.7889535112104968
Hajigabul district,district,2020,,81.23,15248.0,14661.0,3083.8,,27226.0,,20.8,,76.15,81.23,20.8,0.8524992959258653
Hajigabul district,district,2021,,88.42,15129.0,14740.0,3632.8,,27375.0,,28.9,,84.54,88.42,28.9,0.8518403233374715
Hajigabul district,district,2022,,88.27,15010.0,14644.0,3621.0,,27084.0,,18.7,,95.07,88.27,18.7,0.85117916510308
Hajigabul district,district,2023,,98.43,15627.0,15400.0,3343.0,,25424.0,,21.8,,97.61,98.43,21.8,0.8310157742324424
Hajigabul district,district,2024,30.01,108.14,16018.0,15878.0,3579.4,12.6,26669.0,,15.7,,99.29,30.01,15.7,0.8339388343331804
Imishli district,district,2000,,,24223.0,19348.0,12204.0,,21066.0,,,,,,,0.7184249188668672
Imishli district,district,2001,,,26796.0,21853.0,11983.0,,24627.0,,,,,,,0.7290415963291456
Imishli district,district,2002,,,28773.0,23754.0,13044.0,,27266.0,,,,,,,0.7339804791732024
Imishli district,district,2003,,,30018.0,24912.0,12951.0,,26631.0,,,,,,,0.7133118182625087
Imishli district,district,2004,,,32080.0,26504.0,12699.0,,27054.0,,,,,,,0.6998321052839978
Imishli district,district,2005,17.57,17.38,33885.0,28575.0,11019.0,46.4,28438.0,13.6,15.1,20.0,20.0,17.57,13.6,0.6936708244972927
Imishli district,district,2006,,,34738.0,29359.0,10346.0,,30696.0,,,,,,,0.7093409962346009
Imishli district,district,2007,,,36221.0,30662.0,12256.0,,30971.0,,,,,,,0.6978272321417656
Imishli district,district,2008,34.38,41.02,36481.0,31032.0,15033.0,32.2,31214.0,9.6,9.6,45.0,45.0,34.38,9.6,0.6949747207409427
Imishli district,district,2009,46.66,42.79,36660.0,31210.0,18489.0,46.4,40932.0,7.2,16.9,50.0,50.0,46.66,7.2,0.769565844857564
Imishli district,district,2010,42.66,39.47,38800.0,33036.0,20896.0,46.4,43971.0,2.6,10.4,45.4,43.5,42.66,2.6,0.7729222791107953
Imishli district,district,2011,40.79,48.62,38955.0,33539.0,20765.0,47.9,44487.0,15.1,12.1,50.2,49.3,40.79,15.1,0.7721945718893248
Imishli district,district,2012,40.92,46.81,39522.0,34699.0,20829.0,47.9,45794.0,18.0,21.5,50.0,52.8,40.92,18.0,0.7711348785257066
Imishli district,district,2013,39.98,47.72,39931.0,35672.0,21118.0,47.9,47949.0,17.3,9.5,51.1,51.9,39.98,17.3,0.7759948480500773
Imishli district,district,2014,40.2,40.0,40036.0,36066.0,20316.0,47.9,48373.0,28.4,24.7,51.68,50.0,40.2,28.4,0.7758041682128319
Imishli district,district,2015,40.47,40.36,40662.0,37221.0,20437.0,48.0,49020.0,24.3,24.5,50.0,50.18,40.47,24.3,0.7713268352374512
Imishli district,district,2016,39.66,58.08,40812.0,37859.0,19493.0,56.7,49555.0,14.8,20.8,49.84,50.0,39.66,14.8,0.7702121836644271
Imishli district,district,2017,39.92,40.0,40839.0,38235.0,17985.0,48.7,49630.0,11.1,20.3,50.0,50.0,39.92,11.1,0.7686717291472905
Imishli district,district,2018,40.0,40.0,40887.0,38730.0,16178.0,49.0,49633.0,11.0,11.4,50.0,50.0,40.0,11.0,0.7661384289806408
Imishli district,district,2019,40.0,,40692.0,38754.0,17271.0,49.0,50085.0,13.1,,54.93,,40.0,13.1,0.7679262152420199
Imishli district,district,2020,45.66,,40725.0,38717.0,17539.1,49.2,50307.0,30.1,,66.54,,45.66,30.1,0.7692241264448149
Imishli district,district,2021,49.98,,40782.0,38913.0,18616.7,50.6,50378.0,41.6,,77.9,,49.98,41.6,0.7679014179117558
Imishli district,district,2022,50.72,52.0,41076.0,39485.0,18971.3,49.8,50379.0,45.6,33.9,82.81,75.0,50.72,45.6,0.7640445029392761
Imishli district,district,2023,59.49,,40666.0,39109.0,18332.7,45.6,50389.0,23.0,,78.33,,59.49,23.0,0.7667873094184245
Imishli district,district,2024,59.45,,40800.0,39405.0,18469.0,45.6,53506.0,41.7,,104.46,,59.45,41.7,0.7803432678922281
Ismayilli district,district,2000,,,17890.0,16238.0,1537.0,,16369.0,,,,,,,0.7107798415878672
Ismayilli district,district,2001,,,24272.0,22767.0,1402.0,,18868.0,,,,,,,0.6495690139231056
Ismayilli district,district,2002,,,24428.0,22995.0,1297.0,,19323.0,,,,,,,0.6542773015763808
Ismayilli district,district,2003,,,24632.0,23158.0,1335.0,,22558.0,,,,,,,0.6999853616170675
Ismayilli district,district,2004,,,24719.0,23239.0,1434.0,,23014.0,,,,,,,0.7046662208459243
Ismayilli district,district,2005,20.05,16.48,24735.0,23397.0,1323.0,44.5,23106.0,-6.5,12.4,19.78,18.5,20.05,-6.5,0.7041897620922413
Ismayilli district,district,2006,,,23503.0,22486.0,1460.0,,23148.0,,,,,,,0.7162821770865214
Ismayilli district,district,2007,,,23593.0,22544.0,1545.0,,23216.0,,,,,,,0.7161102722461985
Ismayilli district,district,2008,31.13,22.84,23681.0,22746.0,1411.0,48.0,23474.0,-13.7,6.8,25.03,24.57,31.13,-13.7,0.7171680008533535
Ismayilli district,district,2009,26.6,24.97,23715.0,22842.0,1265.0,48.0,23491.0,3.8,51.0,28.02,50.0,26.6,3.8,0.7166256554832858
Ismayilli district,district,2010,30.64,86.45,23751.0,22908.0,1230.0,48.0,33687.0,7.5,23.1,27.6,44.4,30.64,7.5,0.8104529095686323
Ismayilli district,district,2011,40.48,45.72,23798.0,22997.0,1370.0,48.0,33709.0,-17.1,-21.3,26.0,32.7,40.48,-17.1,0.809378220940788
Ismayilli district,district,2012,34.39,41.92,23836.0,23059.0,1314.0,48.0,34015.0,-4.1,16.9,29.56,60.4,34.39,-4.1,0.8109087208916655
Ismayilli district,district,2013,33.39,43.65,23925.0,23198.0,1413.0,48.0,34066.0,,21.2,21.1,68.1,33.39,21.2,0.8096662918677382
Ismayilli district,district,2014,43.81,45.98,23979.0,23322.0,1169.0,48.0,34118.0,,26.5,27.51,59.2,43.81,26.5,0.8094518885542366
Ismayilli district,district,2015,73.42,43.47,24040.0,23427.0,1927.0,48.0,34868.0,7.9,33.0,39.92,60.0,73.42,7.9,0.8114807706976686
Ismayilli district,district,2016,63.46,55.01,24050.0,23568.0,1462.0,48.0,34891.0,,23.0,38.07,58.61,63.46,23.0,0.8113102260250473
Ismayilli district,district,2017,63.35,60.0,24082.0,23709.0,1194.0,48.0,34950.0,,23.1,44.02,80.0,63.35,23.1,0.811039345609893
Ismayilli district,district,2018,88.04,60.0,24105.0,23759.0,1169.0,48.0,35506.0,,23.0,48.63,79.92,88.04,23.0,0.814065306571295
Ismayilli district,district,2019,77.46,61.79,24125.0,23847.0,1092.0,48.0,36391.0,,23.4,54.27,79.72,77.46,23.4,0.8186998284444736
Ismayilli district,district,2020,39.1,64.1,22226.0,21939.0,952.5,50.1,36498.0,67.6,18.0,64.62,79.09,39.1,67.6,0.8362748213470214
Ismayilli district,district,2021,45.98,67.91,20136.0,19897.0,741.0,50.6,36558.0,43.2,12.6,59.87,78.82,45.98,43.2,0.8543568939610443
