region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw,cost_milk,profitability,cattle_per1000,fodder_per100
Salyan district,district,2016,35.77,14.42,33426.0,31995.0,19091.0,48.0,45011.0,38.7,130.0,49.6,43.44,0.3842990251938685,0.3834278360230559,0.3182493426221057,0.3627488822066296,0,0,0.99773304350597,35.77,38.7,31.995,190.91
Samukh district,district,2016,33.43,41.67,12078.0,11256.0,7612.0,47.2,29014.0,25.3,40.3,42.13,60.0,0.7140640562120121,0.7025392837791243,0.6657953365484958,0.6656264227374329,0,0,0.9838603101043558,33.43,25.3,11.256,76.12
Shabran district,district,2016,92.05,20.0,11760.0,10450.0,855.0,47.7,15541.0,20.1,,75.51,,0.4259531713671062,0.4053309451061347,0.3807045739673745,0.3509131234230085,0,0,0.9515856961581388,92.05,20.1,10.45,8.55
Shaki district,district,2016,38.96,43.0,35696.0,29819.0,6387.0,48.0,56845.0,,62.8,42.74,70.0,0.5882859646716772,0.5195726561776837,0.3647982830612635,0.4762526306179201,0,0,0.8831974369262023,38.96,62.8,29.819,63.87
Shamakhi district,district,2016,,35.29,20155.0,19900.0,399.0,,23261.0,,225.5,,73.74,0.3269421908978587,0.318582852304406,0.2236508170135681,0.2150834571544007,0,0,0.9744317533001904,35.29,225.5,19.9,3.99
Shamkir district,district,2016,20.06,,29295.0,28703.0,9771.0,48.0,56355.0,82.5,,55.0,,0.5857340851502381,0.5351213202895738,0.4132381845863346,0.4999921804209705,0,0,0.9135908833994486,20.06,82.5,28.703,97.71
Siyazan district,district,2016,,46.95,6279.0,5978.0,309.0,,12287.0,,58.6,,74.51,0.5997070167746752,0.5601921760256944,0.5139145054922456,0.4657585709865995,0,0,0.934109757525436,46.95,58.6,5.978,3.09
Tovuz district,district,2016,40.74,,18102.0,17450.0,4675.0,48.1,33300.0,50.0,,61.11,,0.5259810198155553,0.5201108259260542,0.469275608542813,0.481900915125085,0,0,0.9888395328569848,40.74,50.0,17.45,46.75
Ujar district,district,2016,,18.75,33182.0,22223.0,12395.0,,38788.0,,73.9,,51.53,0.4787465916338248,0.4757094644856962,0.4251756390887961,0.4496313542329128,0,0,0.9936560861190388,18.75,73.9,22.223,123.95
Yevlakh district,district,2016,25.87,25.81,28257.0,25109.0,17284.0,48.4,36547.0,97.0,109.1,51.0,54.3,0.3999628660507655,0.3967065835561581,0.3604113325484112,0.3759049704895723,0,0,0.9918585379518856,25.87,97.0,25.109,172.84
Zagatala district,district,2016,35.12,38.41,29763.0,27310.0,7681.0,48.0,43369.0,17.8,32.9,50.0,57.06,0.434220926648894,0.4328174874038746,0.3519579043155351,0.4018405019350755,0,0,0.9967679143060876,35.12,17.8,27.31,76.81
Zardab district,district,2016,30.36,30.45,22853.0,20975.0,18100.0,48.2,31934.0,173.7,47.4,78.95,50.14,0.4202508567854273,0.4149525547844241,0.3882545111162563,0.3936409614986602,0,0,0.987392525403682,30.36,173.7,20.975,181.0
Absheron district,district,2017,26.89,21.69,13357.0,13357.0,247.0,31.3,48986.0,0.5,9.4,63.55,39.15,0.9999999999999994,1.0000000000000002,0.080363658368469,0.5760220144217936,0,0,1.0000000000000009,26.89,0.5,13.357,2.47
Aghdam district,district,2017,50.13,,18844.0,18751.0,7561.0,58.5,34612.0,22.3,,55.0,,0.5058450279552831,0.5033142298062183,0.4678308701695691,0.479192713438878,0,0,0.9949968903335974,50.13,22.3,18.751,75.61
Aghjabadi district,district,2017,52.0,,44551.0,38680.0,23106.0,48.0,101596.0,40.4,,45.1,,1.0,0.7161880854800508,0.1024759178213556,0.6850718810154016,2,0,0.7161880854800508,52.0,40.4,38.68,231.06
Aghstafa district,district,2017,29.17,,11881.0,9642.0,5157.0,45.8,17112.0,53.6,,80.0,,0.4948304238088286,0.4839166803077553,0.4722981470998616,0.4624836379650859,0,0,0.9779444775907924,29.17,53.6,9.642,51.57
Aghsu district,district,2017,,30.26,18368.0,15534.0,2302.0,,30010.0,,167.0,,80.11,0.5308012889715705,0.5267683126487018,0.4764215031625634,0.4837281411415975,0,0,0.9924020977215736,30.26,167.0,15.534,23.02
Astara district,district,2017,32.37,28.3,20079.0,19768.0,1132.0,47.2,30186.0,7.4,14.8,30.0,42.17,0.4195101195319815,0.416370338088982,0.3402463453129413,0.3569972142455412,0,0,0.992515600227946,32.37,7.4,19.768,11.32
Balakan district,district,2017,28.68,,17845.0,15766.0,3085.0,48.0,20784.0,91.3,,60.0,,0.3653606068610395,0.3594550250875139,0.3413670650908123,0.3353033349695708,0,0,0.9838362930687498,28.68,91.3,15.766,30.85
Barda district,district,2017,36.69,,42045.0,38294.0,26641.0,49.0,81536.0,1.2,,45.54,,0.7579368307705904,0.5805713718681357,0.3674594545973304,0.555782135141236,0,0,0.7659891277190896,36.69,1.2,38.294,266.41
Beylagan district,district,2017,25.54,22.82,27705.0,27273.0,21346.0,47.9,39573.0,17.9,67.8,32.0,43.73,0.3967820274121456,0.3956425664584248,0.3563738701877083,0.3787857970543001,0,0,0.9971282445398234,25.54,17.9,27.273,213.46
Bilasuvar district,district,2017,89.73,,19651.0,18381.0,6573.0,48.0,28008.0,44.1,,39.53,,0.4192476957245648,0.4154797967710917,0.3959107765124124,0.394603004670708,0,0,0.9910127139829328,89.73,44.1,18.381,65.73
Dashkasan district,district,2017,13.68,35.22,12433.0,12307.0,251.0,48.0,23548.0,119.8,45.2,42.19,50.0,0.5362808199240101,0.5217215481803262,0.3391235316123149,0.3288265442608845,0,0,0.9728514032149296,13.68,119.8,12.307,2.51
Fuzuli district,district,2017,31.83,,16028.0,15067.0,6216.0,30.6,24560.0,57.2,,50.0,,0.4498181464073105,0.4444659768194831,0.4282437383024425,0.4233544986244318,0,0,0.9881014813862556,31.83,57.2,15.067,62.16
Gabala district,district,2017,57.16,,23183.0,22658.0,1599.0,17.4,40313.0,12.6,,68.33,,0.4863963620949791,0.4851326385549651,0.3439613287666291,0.4240335501247745,0,0,0.9974018647372876,57.16,12.6,22.658,15.99
Gadabay district,district,2017,,26.32,23783.0,23702.0,10.0,,42816.0,,172.7,,75.0,0.9999999999999998,1.0,0.0,0.0,5,0,1.0000000000000002,26.32,172.7,23.702,0.1
Gakh district,district,2017,21.23,31.58,11345.0,10314.0,2672.0,47.8,15985.0,263.4,,75.0,,0.4331565713820833,0.4225931580250469,0.4088942553820965,0.3983291763710077,0,0,0.9756129444756396,21.23,263.4,10.314,26.72
Gazakh district,district,2017,39.94,38.57,16595.0,15142.0,3338.0,48.1,31180.0,65.7,56.5,66.18,61.64,0.5653565003780647,0.5614742152466067,0.5177020799620684,0.5263223878872396,0,0,0.9931330317616196,39.94,65.7,15.142,33.38
Gobustan district,district,2017,,27.92,11578.0,11452.0,84.0,,20088.0,,107.6,,66.12,0.7287088238656327,0.6965186586337668,0.45993428054132,0.3752401395406892,0,0,0.9558257507283848,27.92,107.6,11.452,0.84
Goranboy district,district,2017,13.42,,21097.0,20656.0,13882.0,45.2,37061.0,42.1,,42.17,,0.4911300869040182,0.4892241151323434,0.4505624145969404,0.4682711606084259,0,0,0.9961192119511764,13.42,42.1,20.656,138.82
Goychay district,district,2017,11.76,,19597.0,18135.0,5768.0,48.0,20298.0,4.3,,90.78,,0.3104142451675991,0.3051916421690275,0.2947850468558825,0.2891738474100631,0,0,0.983175375873128,11.76,4.3,18.135,57.68
Goygol district,district,2017,40.09,,10064.0,9972.0,851.0,41.6,23698.0,31.4,,47.12,,0.65635926004015,0.6479871194155217,0.5792563425121786,0.5740122765814265,0,0,0.9872445760510544,40.09,31.4,9.972,8.51
Gubadli district,district,2017,33.02,,560.0,554.0,13.0,47.2,687.0,141.3,,80.0,,0.9999999999999992,0.338130167891482,0.0,0.2334474371708239,15,0,0.3381301678914822,33.02,141.3,0.554,0.13
Gusar district,district,2017,38.7,,19008.0,19005.0,5034.0,48.0,28710.0,0.5,,59.95,,0.4154321725134116,0.4119099344170981,0.3874042272297786,0.3885234152131697,0,0,0.9915215086135396,38.7,0.5,19.005,50.34
Hajigabul district,district,2017,,83.02,16424.0,15457.0,3083.0,,17253.0,,37.3,,71.08,0.3111299654553219,0.3043521424081195,0.2916332997222883,0.2841362605200926,0,0,0.978215460419303,83.02,37.3,15.457,30.83
Imishli district,district,2017,39.92,40.0,40839.0,38235.0,17985.0,48.7,49630.0,11.1,20.3,50.0,50.0,0.3574468241015018,0.3539322430780631,0.2834242212940063,0.3377792862443601,0,0,0.9901675416132926,39.92,11.1,38.235,179.85
Ismayilli district,district,2017,63.35,60.0,24082.0,23709.0,1194.0,48.0,34950.0,,23.1,44.02,80.0,0.4039034376438871,0.4019489432713009,0.3015548639903505,0.3377077619001493,0,0,0.9951609860416452,63.35,23.1,23.709,11.94
Kalbajar district,district,2017,,30.41,12469.0,12101.0,146.0,,16936.0,,61.4,,58.1,0.4948336248219209,0.4656588956599282,0.3318686017277015,0.2731576867958286,0,0,0.9410413365249946,30.41,61.4,12.101,1.46
Khachmaz district,district,2017,62.2,,26335.0,25394.0,4520.0,44.5,60569.0,5.8,,70.22,,0.8257279623859373,0.6503636144732593,0.5183910879254834,0.6035401555459248,0,0,0.787624549608368,62.2,5.8,25.394,45.2
Khizi district,district,2017,65.89,,4685.0,4675.0,300.0,48.0,9468.0,12.9,,63.55,,0.5835477781107018,0.5522218440235354,0.4934371500324187,0.478827399111201,0,0,0.9463181332150944,65.89,12.9,4.675,3.0
Kurdamir district,district,2017,36.99,29.02,33571.0,28522.0,12975.0,48.1,42834.0,25.4,69.7,50.8,50.08,0.4102042719840963,0.4094921725302121,0.352882647787827,0.3906369173347697,0,0,0.9982640369627552,36.99,25.4,28.522,129.75
Lankaran district,district,2017,45.52,,23504.0,23002.0,929.0,49.2,33790.0,5.9,,47.02,,0.4027336483877295,0.4005525865082968,0.2859648693941767,0.3218502533681618,0,0,0.9945843564644667,45.52,5.9,23.002,9.29
Lerik district,district,2017,39.58,21.93,16532.0,16485.0,389.0,47.9,15967.0,,127.0,,73.76,0.2776723318745235,0.2641017759482909,0.2023599745057577,0.1827586261888089,0,0,0.9511274463875464,39.58,127.0,16.485,3.89
Neftchala district,district,2017,20.03,34.29,21039.0,19802.0,8746.0,46.1,24508.0,62.3,44.4,60.79,60.0,0.3415515029061843,0.3374704598593896,0.3255270906190232,0.3217927658095136,0,0,0.9880514563336128,20.03,62.3,19.802,87.46
Oghuz district,district,2017,34.69,38.1,11257.0,10843.0,2093.0,47.0,16086.0,97.1,50.5,69.0,60.0,0.4145331619560453,0.4045158605413855,0.3880781856511737,0.3770930384085486,0,0,0.9758347405370624,34.69,97.1,10.843,20.93
Saatli district,district,2017,34.6,34.1,32135.0,31415.0,13299.0,49.0,38753.0,25.0,11.1,57.2,50.0,0.3374360729341925,0.3363606724899831,0.3029772120486084,0.3205200088247359,0,0,0.9968130246572092,34.6,25.0,31.415,132.99
Sabirabad district,district,2017,38.53,,60171.0,51129.0,19342.0,48.1,106852.0,27.1,,51.41,,0.9999999999999998,0.5698391776153128,0.0,0.5418216969695382,21,0,0.5698391776153129,38.53,27.1,51.129,193.42
Salyan district,district,2017,33.76,17.29,33292.0,31950.0,18079.0,48.0,45857.0,48.1,83.8,49.99,32.12,0.3916790799091991,0.3913557551207345,0.3249199566928434,0.3741921248250941,0,0,0.9991745160641728,33.76,48.1,31.95,180.79
Samukh district,district,2017,40.88,40.78,11750.0,10964.0,5893.0,47.1,30413.0,18.9,19.8,50.25,50.0,0.761950259577448,0.7563576135408799,0.7202380577053964,0.7228931828496874,0,0,0.9926600903848112,40.88,18.9,10.964,58.93
Shabran district,district,2017,72.0,,11770.0,10479.0,828.0,48.0,14602.0,10.9,,79.41,,0.3907854303305519,0.3799526269839861,0.349012205451944,0.3347464521270802,0,0,0.9722794083254264,72.0,10.9,10.479,8.28
Shaki district,district,2017,36.84,40.0,35921.0,30029.0,5583.0,48.0,58261.0,30.0,75.0,47.82,70.0,0.6273971111430041,0.5290223404219783,0.4069553622096623,0.4921704278826622,0,0,0.8432017473880222,36.84,30.0,30.029,55.83
Shamakhi district,district,2017,,32.1,13602.0,13339.0,485.0,,20319.0,,55.6,,70.0,0.4224468903457384,0.4153517126715044,0.3353157951543538,0.3258634565945678,0,0,0.9832045688194624,32.1,55.6,13.339,4.85
Shamkir district,district,2017,17.53,,29328.0,28729.0,9777.0,47.7,58159.0,83.3,,55.0,,0.6186181198714151,0.5519927441543144,0.4409287022526291,0.5237420366512889,0,0,0.8922996698982091,17.53,83.3,28.729,97.77
Siyazan district,district,2017,,42.49,6245.0,6002.0,335.0,,12338.0,,64.8,,70.0,0.580671560016348,0.560513042557039,0.4954249793863893,0.478906234912825,0,0,0.965284131603171,42.49,64.8,6.002,3.35
Tovuz district,district,2017,47.17,,18156.0,17582.0,3294.0,47.2,33365.0,20.0,,60.0,,0.5203729868381755,0.5174397653483283,0.4661876157097717,0.4815990479933605,0,0,0.9943632325965464,47.17,20.0,17.582,32.94
Yardimli district,district,2017,38.98,39.08,14497.0,14424.0,2.0,48.0,17091.0,15.1,10.9,70.0,62.0,1.0000000000000022,0.999999999999998,0.0,0.0,12,10,0.999999999999996,38.98,15.1,14.424,0.02
Yevlakh district,district,2017,25.99,25.92,28395.0,25253.0,15493.0,51.0,36560.0,92.3,96.9,50.0,51.18,0.3963817985585403,0.3947572875002425,0.364546238702152,0.3776752476706677,0,0,0.9959016507210842,25.99,92.3,25.253,154.93
Zagatala district,district,2017,34.94,40.7,29615.0,27258.0,7685.0,48.0,43495.0,5.3,15.8,40.0,55.0,0.4357582613880461,0.435093199963931,0.3610372989980022,0.411097532450231,0,0,0.9984737835560556,34.94,5.3,27.258,76.85
Zangilan district,district,2017,68.46,,475.0,475.0,175.0,15.4,1163.0,9.4,,100.0,,1.0,0.6676103376474912,0.3240661550282673,0.6344510272088406,0,0,0.6676103376474912,68.46,9.4,0.475,1.75
Zardab district,district,2017,29.87,30.58,22867.0,21031.0,18612.0,48.1,31944.0,97.7,50.4,52.0,51.19,0.4168335079908432,0.4141582545023491,0.3925666613868001,0.3965126046536619,0,0,0.9935819615333016,29.87,97.7,21.031,186.12
Absheron district,district,2018,25.82,20.92,13149.0,13149.0,167.0,30.7,52426.0,0.9,9.5,65.81,39.1,1.0,1.0,0.0,0.5006123464745753,2,0,1.0,25.82,0.9,13.149,1.67
Aghdam district,district,2018,72.78,,19147.0,19059.0,8185.0,8.6,35866.0,22.9,,60.06,,0.4757705506015606,0.4719856951240527,0.4390290446660441,0.4428450874420323,0,0,0.9920447882435716,72.78,22.9,19.059,81.85
Aghjabadi district,district,2018,52.05,,44612.0,38463.0,19821.0,48.0,101710.0,40.5,,45.02,,1.0000000000000002,0.6632335721595457,0.0700681226088524,0.6233938089528305,3,0,0.6632335721595456,52.05,40.5,38.463,198.21
Aghstafa district,district,2018,68.18,,11907.0,9669.0,5487.0,6.8,17170.0,44.2,,52.27,,0.4612674222910731,0.4453841289867861,0.4416265455175192,0.418963801212723,0,0,0.9655659764017236,68.18,44.2,9.669,54.87
Astara district,district,2018,32.39,,20015.0,19769.0,1332.0,43.1,27164.0,20.0,,30.0,,0.3501979119700426,0.3446315414945878,0.3019272773666603,0.2918615374707204,0,0,0.9841050723456884,32.39,20.0,19.769,13.32
Balakan district,district,2018,27.96,,17697.0,15808.0,2800.0,47.0,21065.0,115.0,,60.0,,0.3428602976238062,0.3342185405520887,0.3192779292230099,0.3041296896004227,0,0,0.9747951071278615,27.96,115.0,15.808,28.0
Barda district,district,2018,37.62,,42635.0,39542.0,26776.0,48.0,82008.0,9.6,,47.38,,0.7167912136204491,0.5201679514266994,0.3215265202286206,0.4896565778869679,0,0,0.7256896311540665,37.62,9.6,39.542,267.76
Beylagan district,district,2018,25.6,19.71,27827.0,27438.0,20748.0,47.9,39621.0,59.6,73.2,40.87,44.58,0.3642083297255803,0.3621754288191069,0.3331915710786622,0.3409798923700605,0,0,0.9944183019976368,25.6,59.6,27.438,207.48
Bilasuvar district,district,2018,28.3,,19464.0,18339.0,5562.0,48.0,27105.0,49.5,,45.16,,0.3767120179469408,0.3706975906257255,0.3537292214107397,0.3447532353058297,0,0,0.9840344161197891,28.3,49.5,18.339,55.62
Dashkasan district,district,2018,14.9,35.21,11628.0,11470.0,282.0,47.1,22763.0,56.1,42.7,47.69,49.93,0.5090161802901866,0.4977509329295503,0.3767692865125974,0.3703276031409492,0,0,0.9778685868999016,14.9,56.1,11.47,2.82
Fuzuli district,district,2018,33.01,,16030.0,15195.0,5787.0,30.3,27916.0,33.0,,43.93,,0.4678115447061,0.4607851638688278,0.4417770976182089,0.4313187549342562,0,0,0.9849803175727811,33.01,33.0,15.195,57.87
Gabala district,district,2018,56.97,,22550.0,22019.0,1218.0,4.6,40472.0,28.7,,68.3,,0.4633671402817945,0.4610022840773352,0.3290980496830381,0.3838172362258482,0,0,0.9948963661881136,56.97,28.7,22.019,12.18
Gakh district,district,2018,14.43,41.67,11923.0,10863.0,2755.0,48.0,16081.0,198.1,,100.0,,0.3858607739613388,0.3712865992262547,0.3656407976483893,0.3430059905090004,0,0,0.9622294472032952,14.43,198.1,10.863,27.55
Gazakh district,district,2018,45.95,38.85,16657.0,15187.0,3572.0,34.6,31212.0,163.4,60.9,93.93,62.09,0.5215454640519204,0.5154607573351921,0.4771711794185233,0.4747692489866412,0,0,0.9883333148572404,45.95,163.4,15.187,35.72
Gobustan district,district,2018,,28.4,12168.0,12016.0,42.0,,20319.0,,106.7,,65.8,0.6599767635074997,0.616762063807818,0.3138447295804154,0.2725879305163615,0,0,0.934520876962374,28.4,106.7,12.016,0.42
Goranboy district,district,2018,13.11,,19911.0,19370.0,13821.0,14.7,35114.0,10.0,,55.0,,0.4585636047414416,0.4546704048626221,0.4281133096548589,0.4280464824992427,0,0,0.9915100111771524,13.11,10.0,19.37,138.21
Goychay district,district,2018,57.05,,18720.0,17370.0,6008.0,48.0,20588.0,31.9,,64.55,,0.3052606053374076,0.2972763385805683,0.2907811405420449,0.2775820929160784,0,0,0.973844424674405,57.05,31.9,17.37,60.08
Goygol district,district,2018,46.89,,10084.0,9984.0,803.0,46.7,23717.0,34.2,,54.43,,0.6083266554668623,0.5958009391534295,0.5421729382757936,0.5114713977132076,0,0,0.9794095553747848,46.89,34.2,9.984,8.03
Guba district,district,2018,48.53,,24458.0,24293.0,592.0,48.0,41363.0,17.3,,54.31,,0.4290319087347511,0.4270481865935684,0.2186620362265485,0.3167417784887195,0,0,0.9953762829738402,48.53,17.3,24.293,5.92
Gubadli district,district,2018,33.02,,537.0,537.0,14.0,47.1,779.0,141.2,,79.99,,1.0000000000000029,0.3638389370108696,0.0,0.2749963789589858,10,0,0.3638389370108686,33.02,141.2,0.537,0.14
Hajigabul district,district,2018,,76.45,16618.0,15725.0,2449.0,,18282.0,,45.0,,78.89,0.3010526093337277,0.2915943150575719,0.2804907020308497,0.2630990108101654,0,0,0.9685825866213608,76.45,45.0,15.725,24.49
Imishli district,district,2018,40.0,40.0,40887.0,38730.0,16178.0,49.0,49633.0,11.0,11.4,50.0,50.0,0.3217312716341908,0.3214171393898339,0.2595407065418756,0.3014132988270027,0,0,0.9990236191752164,40.0,11.0,38.73,161.78
Ismayilli district,district,2018,88.04,60.0,24105.0,23759.0,1169.0,48.0,35506.0,,23.0,48.63,79.92,0.3779194094174033,0.3748172702320202,0.2892576700558193,0.3082056868345753,0,0,0.9917915325117456,88.04,23.0,23.759,11.69
Kalbajar district,district,2018,,36.03,12379.0,11999.0,151.0,,17111.0,,94.4,,70.0,0.3925234046422975,0.3590807425131445,0.2327259918237401,0.1801286155942343,0,0,0.9148008456728104,36.03,94.4,11.999,1.51
Khachmaz district,district,2018,60.81,,26491.0,25626.0,4663.0,2.4,63822.0,4.6,,67.36,,0.8230713835061791,0.6246483397726795,0.418693388323369,0.5691229285049079,0,0,0.7589236514477726,60.81,4.6,25.626,46.63
Khizi district,district,2018,62.11,,5207.0,5191.0,265.0,47.8,6992.0,61.6,,79.49,,0.3759543891597106,0.3378285840706475,0.2992675334483379,0.278973091682161,0,0,0.898589280539383,62.11,61.6,5.191,2.65
Kurdamir district,district,2018,40.59,30.79,33025.0,28607.0,10131.0,48.7,43265.0,23.7,66.7,55.23,51.68,0.3807190167257183,0.3793240634995133,0.3322051449844406,0.354450078545846,0,0,0.9963360032860928,40.59,23.7,28.607,101.31
Lankaran district,district,2018,43.13,,23953.0,23530.0,609.0,49.2,34089.0,5.1,,43.45,,0.3667556737411792,0.3633610203597197,0.2359662847987256,0.2742137223023179,0,0,0.9907441012518456,43.13,5.1,23.53,6.09
Lerik district,district,2018,36.17,18.03,16745.0,16701.0,318.0,48.9,15979.0,180.8,102.8,94.8,62.95,0.2505326804075854,0.2399678845228165,0.1773349084060012,0.1601871074293008,0,0,0.9578306675696708,36.17,180.8,16.701,3.18
Neftchala district,district,2018,21.43,33.93,20959.0,19877.0,8870.0,46.7,27163.0,113.3,93.4,50.0,50.23,0.348282742218716,0.3427463969985433,0.3302197802047973,0.3217431009195559,0,0,0.9841038772552906,21.43,113.3,19.877,88.7
Oghuz district,district,2018,38.24,38.24,10467.0,10112.0,1712.0,47.2,15389.0,73.6,50.4,65.9,60.0,0.3976521921212205,0.3816975223696862,0.3729991663646376,0.3464559605481272,0,0,0.9598778277408048,38.24,73.6,10.112,17.12
Saatli district,district,2018,33.14,33.23,32208.0,31531.0,13688.0,48.2,41852.0,24.2,11.1,50.0,50.0,0.3343689855974091,0.3329081860016513,0.2990257379472309,0.312402117013608,0,0,0.9956311749633484,33.14,24.2,31.531,136.88
Sabirabad district,district,2018,16.53,,60927.0,55613.0,20141.0,41.5,113994.0,100.0,,30.88,,1.0000000000000009,0.514104815651136,0.0,0.4806590476714582,30,0,0.5141048156511356,16.53,100.0,55.613,201.41
Salyan district,district,2018,31.67,15.44,33304.0,31994.0,19840.0,48.0,49957.0,57.6,126.2,49.8,47.73,0.3919642263675241,0.3916280697787819,0.3212830886207322,0.3685826555871574,0,0,0.9991423794159546,31.67,57.6,31.994,198.4
Samukh district,district,2018,46.28,36.63,12377.0,11572.0,6509.0,47.0,30785.0,54.2,36.6,60.92,71.25,0.6753780526398034,0.6672317980530398,0.6369892911700753,0.6276139620370411,0,0,0.98793823021799,46.28,54.2,11.572,65.09
Shabran district,district,2018,94.38,,11900.0,10587.0,647.0,48.3,15011.0,16.9,,80.62,,0.3710115337096785,0.3556171639066,0.3307568202443808,0.2987265239997428,0,0,0.9585070317109744,94.38,16.9,10.587,6.47
Shaki district,district,2018,36.5,40.0,35944.0,30605.0,5001.0,48.0,58973.0,33.8,50.9,65.57,60.36,0.543962380830503,0.4832889212002812,0.2795359846407184,0.4376408383292952,0,0,0.8884601917919626,36.5,33.8,30.605,50.01
Shamakhi district,district,2018,29.9,76.99,13584.0,13298.0,450.0,41.0,21796.0,,38.4,,75.26,0.4211230212941145,0.4110895838646429,0.3421633149404982,0.3220699055248218,0,0,0.9761745691350742,29.9,38.4,13.298,4.5
Shamkir district,district,2018,16.5,,28303.0,27780.0,9882.0,47.8,59438.0,88.5,,56.54,,0.6029737372653724,0.5366337074600429,0.4344996296508556,0.5015012750588663,0,0,0.8899785750102531,16.5,88.5,27.78,98.82
Siyazan district,district,2018,,58.31,6374.0,6145.0,377.0,,12373.0,,20.0,,70.0,0.5334014205372307,0.5050090115783953,0.4726806180623069,0.4243645908977898,0,0,0.9467710285993628,58.31,20.0,6.145,3.77
Tartar district,district,2018,33.93,,12156.0,12079.0,7264.0,42.6,22127.0,12.0,,30.0,,0.4703758943422436,0.4594492604380613,0.4498784202662906,0.4323472624488788,0,0,0.9767704211980044,33.93,12.0,12.079,72.64
Tovuz district,district,2018,54.55,,18258.0,17693.0,3609.0,47.3,33596.0,24.2,,70.0,,0.4808827705043773,0.4762468292826455,0.4301435562418136,0.4359595525856405,0,0,0.990359518980334,54.55,24.2,17.693,36.09
Yardimli district,district,2018,38.99,38.89,14666.0,14600.0,9.0,48.0,23887.0,21.2,11.2,65.0,66.54,1.000000000000021,0.6955434506992927,0.0851178705679682,0.0350422845239641,1,3,0.6955434506992778,38.99,21.2,14.6,0.09
Yevlakh district,district,2018,25.99,25.93,28418.0,25256.0,15612.0,51.4,36574.0,169.2,115.7,70.0,56.18,0.3659407989862621,0.3632067356360973,0.339166033621006,0.3418294182543488,0,0,0.9925286730593068,25.99,169.2,25.256,156.12
Zagatala district,district,2018,35.17,,29465.0,27251.0,7791.0,47.9,43590.0,10.7,,46.31,,0.4026027182172151,0.4011903031496502,0.3430096085933116,0.3723544505772185,0,0,0.9964917895392776,35.17,10.7,27.251,77.91
Zardab district,district,2018,28.85,31.16,22873.0,21353.0,19497.0,48.1,31957.0,100.5,50.8,47.69,52.53,0.3795400964758798,0.3753644203701893,0.3578321519581228,0.3533970266141525,0,0,0.9889980633285848,28.85,100.5,21.353,194.97
Absheron district,district,2019,18.49,23.46,13184.0,13184.0,135.0,30.1,49501.0,11.5,9.7,43.93,40.0,1.0000000000000004,1.0000000000000004,0.0794697739143683,0.4317594792037622,0,0,1.0,18.49,11.5,13.184,1.35
Aghdam district,district,2019,37.15,,19165.0,19079.0,8409.0,8.4,37873.0,71.7,,60.6,,0.5323942865538658,0.5286975790494596,0.4903069877799113,0.5013167149936328,0,0,0.9930564478286672,37.15,71.7,19.079,84.09
Aghjabadi district,district,2019,34.27,,42513.0,38572.0,22071.0,48.0,123886.0,27.5,,45.02,,1.0,0.855427671113222,0.0,0.8131969980956861,19,0,0.855427671113222,34.27,27.5,38.572,220.71
Aghstafa district,district,2019,27.78,,11938.0,9696.0,5362.0,16.7,17245.0,80.0,,50.0,,0.4938787216433563,0.4737004679640104,0.4711902347433132,0.4501673847439685,0,0,0.9591433022013912,27.78,80.0,9.696,53.62
Astara district,district,2019,28.24,,20005.0,19760.0,1336.0,27.6,27338.0,22.1,,32.82,,0.3752823432106839,0.3684792365459106,0.3312517880741622,0.3258865537842831,0,0,0.9818720310511544,28.24,22.1,19.76,13.36
Balakan district,district,2019,27.0,,18104.0,16300.0,2685.0,47.0,21158.0,92.0,,62.16,,0.3562634747835662,0.3457165976568858,0.3316118833494442,0.3194139449450046,0,0,0.9703958506184568,27.0,92.0,16.3,26.85
Barda district,district,2019,37.75,,42003.0,39380.0,28783.0,48.0,82618.0,4.7,,46.66,,0.6218133560610927,0.5587688503535475,0.3282770373941103,0.5319035372704926,0,0,0.8986118501749405,37.75,4.7,39.38,287.83
Beylagan district,district,2019,38.65,35.56,28282.0,27890.0,22634.0,19.3,39663.0,7.4,,43.98,,0.3809049296431271,0.3787653720668669,0.3508487136591934,0.3605795936466711,0,0,0.9943829617057864,38.65,7.4,27.89,226.34
Bilasuvar district,district,2019,41.42,,19393.0,18263.0,6289.0,48.0,27165.0,11.1,,46.0,,0.4035783796630015,0.3961601725260814,0.3814694479570464,0.3740806674079093,0,0,0.981618918379338,41.42,11.1,18.263,62.89
Dashkasan district,district,2019,35.29,35.2,10751.0,10639.0,160.0,47.7,22174.0,30.3,41.9,64.31,49.94,0.5706863019878422,0.5551066833766667,0.3722987593090048,0.346448776218473,0,0,0.972700205775208,35.29,30.3,10.639,1.6
Fuzuli district,district,2019,34.05,,16120.0,15306.0,6279.0,35.1,28135.0,46.9,,50.0,,0.4980410517175467,0.4895740979359214,0.4719921605832762,0.4638242914869319,0,0,0.9829994861820603,34.05,46.9,15.306,62.79
